created_at,entry_id,field1,field2
2018-12-27 08:22:12 UTC,160,16.629,
2018-12-27 08:27:17 UTC,161,16.615,
2018-12-27 08:32:23 UTC,162,16.629,
2018-12-27 08:37:27 UTC,163,16.615,
2018-12-27 08:42:32 UTC,164,16.599,
2018-12-27 08:47:37 UTC,165,16.629,
2018-12-27 08:52:42 UTC,166,16.642,
2018-12-27 08:57:47 UTC,167,16.629,
2018-12-27 09:02:52 UTC,168,16.671,
2018-12-27 09:07:57 UTC,169,,57.168
2018-12-27 09:13:02 UTC,170,16.671,
2018-12-27 09:18:07 UTC,171,16.629,
2018-12-27 09:23:11 UTC,172,16.642,
2018-12-27 09:28:16 UTC,173,16.629,
2018-12-27 09:33:21 UTC,174,,56.886
2018-12-27 09:38:26 UTC,175,,56.770
2018-12-27 09:48:34 UTC,176,,56.500
2018-12-27 09:58:41 UTC,177,16.642,
2018-12-27 10:03:46 UTC,178,,56.130
2018-12-27 10:08:51 UTC,179,,55.892
2018-12-27 10:13:56 UTC,180,,55.700
2018-12-27 10:19:01 UTC,181,16.898,
2018-12-27 10:24:06 UTC,182,,55.448
2018-12-27 10:29:11 UTC,183,,55.428
2018-12-27 10:34:16 UTC,184,17.208,
2018-12-27 10:39:21 UTC,185,17.221,
2018-12-27 10:44:26 UTC,186,17.291,
2018-12-27 10:49:30 UTC,187,,54.888
2018-12-27 10:54:36 UTC,188,,54.862
2018-12-27 10:59:41 UTC,189,,55.769
2018-12-27 11:04:46 UTC,190,17.459,
2018-12-27 11:09:51 UTC,191,17.558,
2018-12-27 11:14:57 UTC,192,,59.586
2018-12-27 11:19:59 UTC,193,,58.033
2018-12-27 11:25:04 UTC,194,17.884,
2018-12-27 11:30:09 UTC,195,17.913,
2018-12-27 11:35:14 UTC,196,,55.488
2018-12-27 11:40:19 UTC,197,17.745,
2018-12-27 11:45:24 UTC,198,17.702,
2018-12-27 11:50:29 UTC,199,17.633,
2018-12-27 11:55:34 UTC,200,,54.801
2018-12-27 12:00:38 UTC,201,,54.714
2018-12-27 12:05:43 UTC,202,,55.177
2018-12-27 12:10:48 UTC,203,,55.196
2018-12-27 12:15:53 UTC,204,,55.105
2018-12-27 12:20:59 UTC,205,,55.077
2018-12-27 12:26:04 UTC,206,,54.943
2018-12-27 12:31:09 UTC,207,,54.871
2018-12-27 12:40:54 UTC,208,18.137,
2018-12-27 12:45:59 UTC,209,18.167,
2018-12-27 12:48:16 UTC,210,18.236,
2018-12-27 12:48:36 UTC,211,18.209,
2018-12-27 12:48:55 UTC,212,18.236,
2018-12-27 12:49:12 UTC,213,18.265,
2018-12-27 12:49:32 UTC,214,18.265,
2018-12-27 12:49:51 UTC,215,18.265,
2018-12-27 12:50:10 UTC,216,18.292,
2018-12-27 12:50:28 UTC,217,,56.918
2018-12-27 12:50:43 UTC,218,,56.880
2018-12-27 12:51:12 UTC,219,,57.000
2018-12-27 12:51:42 UTC,220,,57.105
2018-12-27 12:52:11 UTC,221,,56.870
2018-12-27 12:52:41 UTC,222,,57.247
2018-12-27 12:53:11 UTC,223,,57.270
2018-12-27 12:53:37 UTC,224,18.322,
2018-12-27 12:53:56 UTC,225,18.335,
2018-12-27 12:54:16 UTC,226,18.362,
2018-12-27 12:54:36 UTC,227,18.348,
2018-12-27 12:55:01 UTC,228,18.362,
2018-12-27 12:55:23 UTC,229,18.362,
2018-12-27 12:55:48 UTC,230,,57.028
2018-12-27 12:56:08 UTC,231,18.378,
2018-12-27 12:56:32 UTC,232,,56.945
2018-12-27 12:56:52 UTC,233,18.378,
2018-12-27 12:57:17 UTC,234,,56.948
2018-12-27 12:57:37 UTC,235,18.423,
2018-12-27 12:58:02 UTC,236,,57.284
2018-12-27 12:58:21 UTC,237,18.450,
2018-12-27 12:58:43 UTC,238,18.450,
2018-12-27 12:59:48 UTC,239,,56.902
