created_at,entry_id,field1,field2
2018-12-27 16:08:50 UTC,111,17.376,
2018-12-27 16:09:54 UTC,112,,55.732
2018-12-27 16:11:59 UTC,113,17.347,
2018-12-27 16:13:04 UTC,114,,55.767
2018-12-27 16:15:09 UTC,115,17.347,
2018-12-27 16:16:14 UTC,116,,55.744
2018-12-27 16:18:19 UTC,117,17.307,
2018-12-27 16:19:20 UTC,118,,55.764
2018-12-27 16:21:25 UTC,119,17.291,
2018-12-27 16:22:30 UTC,120,,55.758
2018-12-27 16:24:35 UTC,121,17.235,
2018-12-27 16:25:40 UTC,122,,55.822
2018-12-27 16:27:44 UTC,123,17.221,
2018-12-27 16:28:49 UTC,124,,55.818
2018-12-27 16:30:54 UTC,125,17.221,
2018-12-27 16:31:59 UTC,126,,55.845
2018-12-27 16:34:04 UTC,127,17.179,
2018-12-27 16:35:08 UTC,128,,55.872
2018-12-27 16:37:13 UTC,129,17.152,
2018-12-27 16:38:18 UTC,130,,55.923
2018-12-27 16:40:23 UTC,131,17.109,
2018-12-27 16:41:27 UTC,132,,55.941
2018-12-27 16:43:32 UTC,133,17.109,
2018-12-27 16:44:37 UTC,134,,55.970
2018-12-27 16:46:42 UTC,135,17.080,
2018-12-27 16:47:47 UTC,136,,55.955
2018-12-27 16:49:52 UTC,137,17.066,
2018-12-27 16:50:57 UTC,138,,55.975
2018-12-27 16:53:02 UTC,139,17.053,
2018-12-27 16:54:06 UTC,140,,55.955
2018-12-27 16:56:11 UTC,141,17.010,
2018-12-27 16:57:16 UTC,142,,55.982
2018-12-27 16:59:21 UTC,143,17.010,
2018-12-27 17:00:26 UTC,144,,56.033
2018-12-27 17:02:30 UTC,145,17.010,
2018-12-27 17:03:35 UTC,146,,56.025
2018-12-27 17:05:40 UTC,147,16.941,
2018-12-27 17:06:46 UTC,148,,56.078
2018-12-27 17:08:50 UTC,149,16.941,
2018-12-27 17:09:56 UTC,150,,56.051
2018-12-27 17:12:00 UTC,151,16.925,
2018-12-27 17:13:06 UTC,152,,56.051
2018-12-27 17:15:10 UTC,153,16.869,
2018-12-27 17:16:15 UTC,154,,56.280
2018-12-27 17:18:20 UTC,155,16.925,
2018-12-27 17:19:25 UTC,156,,56.304
2018-12-27 17:21:30 UTC,157,16.898,
2018-12-27 17:22:34 UTC,158,,56.162
2018-12-27 17:24:39 UTC,159,16.869,
2018-12-27 17:25:44 UTC,160,,56.162
2018-12-27 17:27:49 UTC,161,16.829,
2018-12-27 17:28:54 UTC,162,,56.199
2018-12-27 17:30:58 UTC,163,16.810,
2018-12-27 17:32:03 UTC,164,,56.165
2018-12-27 17:34:08 UTC,165,16.810,
2018-12-27 17:35:13 UTC,166,,56.152
2018-12-27 17:37:18 UTC,167,16.767,
2018-12-27 17:38:23 UTC,168,,56.170
2018-12-27 17:40:27 UTC,169,16.741,
2018-12-27 17:41:32 UTC,170,,56.199
2018-12-27 17:43:37 UTC,171,16.727,
2018-12-27 17:44:42 UTC,172,,56.167
2018-12-27 17:46:47 UTC,173,16.698,
2018-12-27 17:47:52 UTC,174,,56.199
2018-12-27 17:49:56 UTC,175,16.727,
2018-12-27 17:51:01 UTC,176,,56.112
2018-12-27 17:53:06 UTC,177,16.741,
2018-12-27 17:54:11 UTC,178,,56.120
2018-12-27 17:56:16 UTC,179,16.741,
2018-12-27 17:57:20 UTC,180,,56.028
2018-12-27 17:59:25 UTC,181,16.797,
2018-12-27 18:00:30 UTC,182,,56.002
2018-12-27 18:02:35 UTC,183,16.829,
2018-12-27 18:03:40 UTC,184,,55.901
2018-12-27 18:05:46 UTC,185,16.869,
2018-12-27 18:06:48 UTC,186,,55.941
2018-12-27 18:08:53 UTC,187,16.925,
2018-12-27 18:09:57 UTC,188,,55.874
2018-12-27 18:12:02 UTC,189,16.941,
2018-12-27 18:13:07 UTC,190,,55.840
2018-12-27 18:15:12 UTC,191,16.997,
2018-12-27 18:16:17 UTC,192,,55.836
2018-12-27 18:18:22 UTC,193,17.010,
2018-12-27 18:19:26 UTC,194,,55.836
2018-12-27 18:21:31 UTC,195,17.053,
2018-12-27 18:22:36 UTC,196,,55.827
2018-12-27 18:24:41 UTC,197,17.109,
2018-12-27 18:25:46 UTC,198,,55.874
2018-12-27 18:27:50 UTC,199,17.136,
2018-12-27 18:28:55 UTC,200,,55.827
2018-12-27 18:31:00 UTC,201,17.179,
2018-12-27 18:32:05 UTC,202,,55.804
2018-12-27 18:34:10 UTC,203,17.208,
2018-12-27 18:35:14 UTC,204,,55.781
2018-12-27 18:37:19 UTC,205,17.264,
2018-12-27 18:38:24 UTC,206,,55.758
2018-12-27 18:40:29 UTC,207,17.291,
2018-12-27 18:41:34 UTC,208,,55.731
2018-12-27 18:43:38 UTC,209,17.320,
2018-12-27 18:44:43 UTC,210,,55.662
2018-12-27 18:46:48 UTC,211,17.347,
2018-12-27 18:47:53 UTC,212,,55.640
2018-12-27 18:49:58 UTC,213,17.390,
2018-12-27 18:51:02 UTC,214,,55.529
2018-12-27 18:53:07 UTC,215,17.419,
2018-12-27 18:54:13 UTC,216,,55.288
2018-12-27 18:56:18 UTC,217,17.459,
2018-12-27 18:57:23 UTC,218,,55.151
2018-12-27 18:59:28 UTC,219,17.488,
2018-12-27 19:00:32 UTC,220,,54.998
2018-12-27 19:02:37 UTC,221,17.502,
2018-12-27 19:03:42 UTC,222,,54.797
2018-12-27 19:05:47 UTC,223,17.544,
2018-12-27 19:06:52 UTC,224,,54.632
2018-12-27 19:08:57 UTC,225,17.558,
2018-12-27 19:10:01 UTC,226,,54.549
2018-12-27 19:12:06 UTC,227,17.587,
2018-12-27 19:13:11 UTC,228,,54.540
2018-12-27 19:15:16 UTC,229,17.617,
2018-12-27 19:16:21 UTC,230,,54.517
2018-12-27 19:18:26 UTC,231,17.659,
2018-12-27 19:19:31 UTC,232,,54.491
2018-12-27 19:21:36 UTC,233,17.659,
2018-12-27 19:22:41 UTC,234,,54.496
2018-12-27 19:24:45 UTC,235,17.689,
2018-12-27 19:25:50 UTC,236,,54.522
2018-12-27 19:27:55 UTC,237,17.715,
2018-12-27 19:29:00 UTC,238,,54.559
2018-12-27 19:31:05 UTC,239,17.731,
2018-12-27 19:32:09 UTC,240,,54.514
2018-12-27 19:34:14 UTC,241,17.758,
2018-12-27 19:35:20 UTC,242,,54.496
2018-12-27 19:37:25 UTC,243,17.745,
2018-12-27 19:40:37 UTC,244,17.801,
2018-12-27 19:41:42 UTC,245,,54.533
2018-12-27 19:43:48 UTC,246,17.827,
2018-12-27 19:44:53 UTC,247,,54.540
2018-12-27 19:46:58 UTC,248,17.844,
2018-12-27 19:48:03 UTC,249,,54.485
2018-12-27 19:50:09 UTC,250,17.844,
2018-12-27 19:51:14 UTC,251,,54.455
2018-12-27 19:53:18 UTC,252,17.870,
2018-12-27 19:54:23 UTC,253,,54.376
2018-12-27 19:56:29 UTC,254,17.913,
2018-12-27 19:57:34 UTC,255,,54.371
2018-12-27 19:59:39 UTC,256,17.926,
2018-12-27 20:00:44 UTC,257,,54.372
2018-12-27 20:02:49 UTC,258,17.956,
2018-12-27 20:03:54 UTC,259,,54.458
2018-12-27 20:05:59 UTC,260,17.969,
2018-12-27 20:07:06 UTC,261,,54.408
2018-12-27 20:09:07 UTC,262,17.982,
2018-12-27 20:10:12 UTC,263,,54.464
2018-12-27 20:12:18 UTC,264,17.982,
2018-12-27 20:13:23 UTC,265,,54.559
2018-12-27 20:15:27 UTC,266,17.982,
2018-12-27 20:16:32 UTC,267,,54.504
2018-12-27 20:18:37 UTC,268,17.969,
2018-12-27 20:19:42 UTC,269,,54.510
2018-12-27 20:21:47 UTC,270,17.969,
2018-12-27 20:22:53 UTC,271,,54.510
2018-12-27 20:24:58 UTC,272,17.940,
2018-12-27 20:26:03 UTC,273,,54.545
2018-12-27 20:28:09 UTC,274,17.913,
2018-12-27 20:29:13 UTC,275,,54.595
2018-12-27 20:31:18 UTC,276,17.900,
2018-12-27 20:32:23 UTC,277,,54.614
2018-12-27 20:34:28 UTC,278,17.900,
2018-12-27 20:35:35 UTC,279,,54.659
2018-12-27 20:40:55 UTC,280,17.844,
2018-12-27 20:42:00 UTC,281,,54.688
2018-12-27 20:44:05 UTC,282,17.814,
2018-12-27 20:45:10 UTC,283,,54.652
2018-12-27 20:47:16 UTC,284,17.814,
2018-12-27 20:48:21 UTC,285,,54.682
2018-12-27 20:50:26 UTC,286,17.758,
2018-12-27 20:51:31 UTC,287,,54.742
2018-12-27 20:53:37 UTC,288,17.731,
2018-12-27 20:54:41 UTC,289,,54.751
2018-12-27 20:56:47 UTC,290,17.702,
2018-12-27 20:57:51 UTC,291,,54.757
2018-12-27 20:59:56 UTC,292,17.689,
2018-12-27 21:01:02 UTC,293,,54.766
2018-12-27 21:04:14 UTC,294,,54.780
2018-12-27 21:06:19 UTC,295,17.646,
2018-12-27 21:07:24 UTC,296,,54.780
2018-12-27 21:09:29 UTC,297,17.603,
2018-12-27 21:10:33 UTC,298,,54.820
2018-12-27 21:12:38 UTC,299,17.603,
2018-12-27 21:13:44 UTC,300,,54.803
2018-12-27 21:15:48 UTC,301,17.544,
2018-12-27 21:16:53 UTC,302,,54.934
2018-12-27 21:18:58 UTC,303,17.617,
2018-12-27 21:20:03 UTC,304,,54.874
2018-12-27 21:22:08 UTC,305,17.646,
2018-12-27 21:23:13 UTC,306,,54.803
2018-12-27 21:25:19 UTC,307,17.659,
2018-12-27 21:35:16 UTC,308,17.673,
2018-12-27 21:36:21 UTC,309,,54.469
2018-12-27 21:38:26 UTC,310,17.659,
2018-12-27 21:39:31 UTC,311,,54.386
2018-12-27 21:41:35 UTC,312,17.646,
2018-12-27 21:42:40 UTC,313,,54.426
2018-12-27 21:44:45 UTC,314,17.659,
2018-12-27 21:45:50 UTC,315,,54.444
2018-12-27 21:47:55 UTC,316,17.702,
2018-12-27 21:48:59 UTC,317,,54.788
2018-12-27 21:51:04 UTC,318,17.715,
2018-12-27 21:52:09 UTC,319,,55.155
2018-12-27 21:54:14 UTC,320,17.787,
2018-12-27 21:55:19 UTC,321,,55.650
2018-12-27 21:57:24 UTC,322,17.771,
2018-12-27 21:58:29 UTC,323,,55.227
2018-12-27 22:00:34 UTC,324,17.787,
2018-12-27 22:01:38 UTC,325,,55.375
2018-12-27 22:03:43 UTC,326,17.787,
2018-12-27 22:04:48 UTC,327,,55.666
2018-12-27 22:06:53 UTC,328,17.787,
2018-12-27 22:07:58 UTC,329,,55.250
2018-12-27 22:11:10 UTC,330,,55.245
2018-12-27 22:13:15 UTC,331,17.844,
2018-12-27 22:14:20 UTC,332,,56.033
2018-12-27 22:16:25 UTC,333,17.827,
2018-12-27 22:17:30 UTC,334,,55.846
2018-12-27 22:19:34 UTC,335,17.857,
2018-12-27 22:20:39 UTC,336,,55.872
2018-12-27 22:22:44 UTC,337,17.900,
2018-12-27 22:23:49 UTC,338,,55.842
2018-12-27 22:25:54 UTC,339,17.926,
2018-12-27 22:26:59 UTC,340,,55.515
2018-12-27 22:29:03 UTC,341,17.982,
2018-12-27 22:30:08 UTC,342,,55.554
2018-12-27 22:32:13 UTC,343,17.982,
2018-12-27 22:33:20 UTC,344,,55.306
2018-12-27 22:35:25 UTC,345,18.012,
2018-12-27 22:36:30 UTC,346,,55.142
2018-12-27 22:38:35 UTC,347,18.081,
2018-12-27 22:39:40 UTC,348,,55.155
2018-12-27 22:41:44 UTC,349,18.111,
2018-12-27 22:42:49 UTC,350,,54.852
2018-12-27 22:44:54 UTC,351,18.111,
2018-12-27 22:45:59 UTC,352,,54.606
2018-12-27 22:48:04 UTC,353,18.153,
2018-12-27 22:49:08 UTC,354,,54.623
2018-12-27 22:51:13 UTC,355,18.193,
2018-12-27 22:52:18 UTC,356,,54.636
2018-12-27 22:54:23 UTC,357,18.180,
2018-12-27 22:55:28 UTC,358,,54.693
2018-12-27 22:57:32 UTC,359,18.223,
2018-12-27 22:58:37 UTC,360,,54.728
2018-12-27 23:00:42 UTC,361,18.223,
2018-12-27 23:01:47 UTC,362,,54.696
2018-12-27 23:03:52 UTC,363,18.236,
2018-12-27 23:04:56 UTC,364,,54.719
2018-12-27 23:07:01 UTC,365,18.223,
2018-12-27 23:08:07 UTC,366,,54.696
2018-12-27 23:10:10 UTC,367,18.223,
2018-12-27 23:11:16 UTC,368,,54.707
2018-12-27 23:13:18 UTC,369,18.223,
2018-12-27 23:14:23 UTC,370,,54.739
2018-12-27 23:16:27 UTC,371,18.223,
2018-12-27 23:17:32 UTC,372,,54.925
2018-12-27 23:19:37 UTC,373,18.249,
2018-12-27 23:20:42 UTC,374,,55.364
2018-12-27 23:22:47 UTC,375,18.292,
2018-12-27 23:23:52 UTC,376,,55.634
2018-12-27 23:25:56 UTC,377,18.305,
2018-12-27 23:27:01 UTC,378,,55.854
2018-12-27 23:29:06 UTC,379,18.322,
2018-12-27 23:30:11 UTC,380,,55.822
2018-12-27 23:32:16 UTC,381,18.322,
2018-12-27 23:33:20 UTC,382,,55.813
2018-12-27 23:35:25 UTC,383,18.348,
2018-12-27 23:36:30 UTC,384,,55.680
2018-12-27 23:38:35 UTC,385,18.305,
2018-12-27 23:39:40 UTC,386,,55.517
2018-12-27 23:41:44 UTC,387,18.305,
2018-12-27 23:42:49 UTC,388,,55.444
2018-12-27 23:44:55 UTC,389,18.305,
2018-12-27 23:46:00 UTC,390,,55.508
2018-12-27 23:48:05 UTC,391,18.279,
2018-12-27 23:49:09 UTC,392,,55.460
2018-12-27 23:51:14 UTC,393,18.279,
2018-12-27 23:52:19 UTC,394,,55.499
2018-12-27 23:54:24 UTC,395,18.249,
2018-12-27 23:55:29 UTC,396,,55.608
2018-12-27 23:57:33 UTC,397,18.265,
2018-12-27 23:58:38 UTC,398,,55.608
2018-12-28 00:00:43 UTC,399,18.265,
2018-12-28 00:01:48 UTC,400,,56.349
2018-12-28 00:03:53 UTC,401,18.279,
2018-12-28 00:04:57 UTC,402,,55.883
2018-12-28 00:07:02 UTC,403,18.279,
2018-12-28 00:08:07 UTC,404,,56.364
2018-12-28 00:10:12 UTC,405,18.265,
2018-12-28 00:11:17 UTC,406,,56.062
2018-12-28 09:35:38 UTC,407,,
2018-12-28 09:36:25 UTC,408,,
2018-12-28 09:37:28 UTC,409,,
2018-12-28 09:37:54 UTC,410,,
2018-12-28 09:38:29 UTC,411,20.212,
2018-12-28 09:39:34 UTC,412,,50.935
2018-12-28 09:42:18 UTC,413,20.634,
2018-12-28 09:42:51 UTC,414,,51.374
2018-12-28 09:43:16 UTC,415,20.679,
